order_id,restaurant_id,zone,order_time,promised_delivery_time,actual_delivery_time,courier_id,distance_km,payment_type,order_value,customer_phone,order_status
102521,R121,Maadi,2026-01-10 08:11:00,2026-01-10 08:43:36.951868,2026-01-10 08:47:44.746955,C1055,5.0,card,439.51,01443824464,delivered
101193,R91,Dokki,2026-01-10 08:12:00,2026-01-10 08:54:56.454253,2026-01-10 08:52:51.408476,C1148,7.9,cash,137.36,01135511283,delivered
102148,R12,Maadi,2026-01-10 08:44:00,2026-01-10 09:04:05.235209,2026-01-10 09:01:25.955898,C1103,1.7,card,181.67,01208268612,delivered
100382,R125,El Maadi,2026-01-10 08:53:00,2026-01-10 09:16:41.789949,2026-01-10 09:16:13.761593,,2.5,wallet,74.56,011-0265-8000,delivered
100148,R115,Nasr City,2026-01-10 09:04:00,2026-01-10 09:50:07.013173,2026-01-10 09:47:05.801621,C1150,11.2,wallet,343.02,1286270887,delivered
100834,R20,Maadi,2026-01-10 09:12:00,2026-01-10 09:45:19.475900,2026-01-10 09:42:00.597687,C1029,1.3,cash,213.28,01661152911,delivered
100196,R112,Zamalek,2026-01-10 09:42:00,2026-01-10 10:39:29.797081,2026-01-10 10:35:57.658786,C1170,9.7,cash,169.43,01525807261,delivered
102348,R131,Nasr City,2026-01-10 10:21:00,2026-01-10 11:01:15.469276,2026-01-10 11:03:47.282958,C1168,9.9,card,344.64,01562509553,delivered
102720,R66,Mohandessin,2026-01-10 10:42:00,2026-01-10 11:07:44.607811,2026-01-10 11:07:58.942915,C1189,5.5,cash,206.65,01279406701,delivered
100852,R47,Dokki,2026-01-10 11:18:00,2026-01-10 11:45:05.648474,2026-01-10 11:48:16.779122,C1004,5.7,wallet,439.01,01512183729,delivered
100465,R125,Nasr City,2026-01-10 12:03:00,2026-01-10 12:54:35.393205,2026-01-10 12:50:04.753423,C1076,11.4,card,405.9,01117064795,delivered
101736,R43,Heliopolis,2026-01-10 12:18:00,2026-01-10 13:09:15.801351,2026-01-10 13:05:58.617485,C1118,9.5,cash,351.08,01280543803,delivered
101150,R81,Nasr City,2026-01-10 13:00:00,2026-01-10 13:50:24.410427,2026-01-10 13:46:11.314917,,8.9,cash,249.33,01030623957,delivered
102629,R117,Maadi,2026-01-10 13:02:00,2026-01-10 13:22:05.362288,2026-01-10 13:19:24.876145,C1103,2.0,cash,229.34,01030229041,delivered
101732,R71,Nasr City,2026-01-10 13:03:00,2026-01-10 13:44:52.684432,2026-01-10 13:45:50.651585,C1010,8.6,cash,126.77,01248146099,delivered
101793,R84,Maadi,2026-01-10 13:34:00,2026-01-10 14:14:53.627726,2026-01-10 14:17:15.974426,C1098,9.9,wallet,164.48,01089330539,delivered
101668,R99,Nasr City,2026-01-10 13:52:00,2026-01-10 14:42:06.174936,,C1072,8.9,wallet,110.41,01042931070,cancelled
101168,R47,Dokki,2026-01-10 14:10:00,2026-01-10 14:39:42.885491,2026-01-10 14:41:55.332599,C1169,6.6,cash,410.69,01091874265,delivered
100016,R90,Dokki,2026-01-10 14:13:00,2026-01-10 14:39:24.632304,2026-01-10 14:43:05.275676,C1150,6.8,cash,226.09,01582452229,delivered
100619,R48,Mohandessin,2026-01-10 14:49:00,2026-01-10 15:37:16.047909,2026-01-10 15:37:18.280973,C1191,10.8,cash,145.78,01105742565,delivered
101545,R85,Zamalek,2026-01-10 14:51:00,2026-01-10 15:16:26.197942,,C1126,2.0,cash,239.66,01247932977,cancelled
102372,R147,Nasr City,2026-01-10 15:05:00,2026-01-10 15:52:06.349484,2026-01-10 15:48:11.249709,C1172,7.7,cash,98.24,01294204168,delivered
101595,R85,Heliopolis,2026-01-10 15:06:00,2026-01-10 15:55:24.155045,2026-01-10 15:53:03.373784,C1033,8.7,card,105.79,01144687431,delivered
100515,R12,Mohandessin,2026-01-10 16:05:00,2026-01-10 16:27:46.449452,2026-01-10 16:24:45.162836,C1100,2.7,wallet,315.73,01094656382,delivered
101965,R109,Maadi,2026-01-10 16:10:00,2026-01-10 16:39:51.810836,2026-01-10 16:40:55.034866,C1159,6.1,cash,73.71,011-2540-9689,delivered
102460,R53,Dokki,2026-01-10 16:38:00,2026-01-10 17:13:59.756089,2026-01-10 17:15:12.160320,,4.8,card,284.83,01094112734,delivered
100864,R40,Nasr City,2026-01-10 16:45:00,2026-01-10 17:16:33.270105,2026-01-10 17:19:55.835791,C1032,7.0,card,148.65,01557884400,delivered
102373,R73,Maadi,2026-01-10 18:13:00,2026-01-10 18:57:53.566155,2026-01-10 18:55:30.951674,C1079,7.6,cash,255.53,01280610010,delivered
102924,R68,Zamalek,2026-01-10 18:27:00,2026-01-10 18:56:16.865080,2026-01-10 18:55:03.225444,C1195,3.1,cash,300.46,01182381944,delivered
100925,R134,Nasr City,2026-01-10 18:40:00,2026-01-10 19:09:05.599970,2026-01-10 19:04:38.933672,C1167,5.2,cash,279.34,01141867963,delivered
100660,R91,Zamalek,2026-01-10 18:52:00,2026-01-10 19:31:00.838414,2026-01-10 19:32:22.018861,C1024,9.0,wallet,143.63,01530774524,delivered
101397,R139,Maadi,2026-01-10 19:20:00,2026-01-10 20:02:54.706380,2026-01-10 20:05:01.099246,C1128,6.7,card,80.19,01555647373,delivered
102322,R135,Heliopolis,2026-01-10 20:19:00,2026-01-10 20:58:01.296990,2026-01-10 20:57:10.283872,C1083,3.9,cash,410.85,01148718125,delivered
101625,R46,Nasr City,2026-01-10 20:31:00,2026-01-10 21:19:13.799677,2026-01-10 21:22:07.226544,C1151,10.8,card,119.9,01090207445,delivered
101239,R119,Nasr City,2026-01-10 21:09:00,2026-01-10 21:44:26.634648,2026-01-10 21:43:16.459284,C1179,7.5,cash,395.21,01561922103,delivered
102150,R29,Heliopolis,2026-01-10 22:30:00,2026-01-10 22:51:37.911934,2026-01-10 22:56:04.699461,C1124,1.7,card,368.82,01230971686,delivered
101134,R51,Dokki,2026-01-10 22:38:00,2026-01-10 23:19:54.134866,,C1187,7.4,card,186.97,01095281158,cancelled
102335,R16,Heliopolis,2026-01-11 07:08:00,2026-01-11 07:40:17.844909,2026-01-11 07:41:06.521478,,5.4,cash,289.27,01107462976,delivered
100277,R102,Nasr City,2026-01-11 08:01:00,2026-01-11 08:49:44.533971,2026-01-11 08:48:24.197368,,10.5,cash,445.97,01152792217,delivered
101751,R114,Mohandessin,2026-01-11 08:06:00,2026-01-11 08:45:08.825785,2026-01-11 08:43:24.050164,C1168,7.2,cash,236.21,01427426475,delivered
100112,R88,Heliopolis,2026-01-11 08:24:00,2026-01-11 08:53:02.871258,2026-01-11 08:52:58.975206,C1103,6.3,wallet,235.72,01010506437,delivered
102820,R9,Nasr City,2026-01-11 08:25:00,2026-01-11 09:18:26.401382,2026-01-11 09:19:52.702896,C1090,11.6,card,343.49,01517212964,delivered
100344,R119,Zamalek,2026-01-11 08:42:00,2026-01-11 08:56:27.531597,2026-01-11 08:55:22.400796,C1024,1.5,cash,302.86,01558094219,delivered
103000,R75,Zamalek,2026-01-11 10:00:00,2026-01-11 10:26:43.044907,2026-01-11 10:28:46.959894,C1041,3.8,cash,185.93,01291712501,delivered
100813,R9,Heliopolis,2026-01-11 10:02:00,2026-01-11 10:26:14.208377,2026-01-11 10:21:51.254505,C1168,2.3,wallet,383.01,01069727887,delivered
100380,R122,Zamalek,2026-01-11 10:27:00,2026-01-11 10:55:26.318292,,C1192,5.8,cash,89.28,01560845960,cancelled
101243,R87,Maadi,2026-01-11 10:36:00,2026-01-11 10:46:00.000000,2026-01-11 10:45:39.858352,C1138,1.4,card,212.99,1064195296,delivered
100562,R74,Zamalek,2026-01-11 10:40:00,2026-01-11 11:22:31.861301,2026-01-11 11:20:29.105596,,9.7,cash,205.86,01149336182,delivered
101871,R106,Zamalek,2026-01-11 10:56:00,2026-01-11 11:30:36.905971,2026-01-11 11:30:48.799865,C1195,9.9,card,100.41,01395467196,delivered
101241,R69,Mohandessin,2026-01-11 11:24:00,2026-01-11 12:06:15.678797,2026-01-11 12:03:27.785235,C1017,8.2,cash,405.01,01058456578,delivered
102307,R38,Dokki,2026-01-11 11:45:00,2026-01-11 12:10:56.219532,2026-01-11 12:13:33.336213,C1152,5.9,wallet,332.87,01033942012,delivered
102019,R77,Heliopolis,2026-01-11 12:04:00,2026-01-11 12:28:10.159270,2026-01-11 12:27:40.286326,C1100,2.8,wallet,190.81,01063685268,delivered
102858,R18,Heliopolis,2026-01-11 12:27:00,2026-01-11 12:50:49.818986,2026-01-11 12:54:47.575741,C1102,3.0,cash,208.36,01553020443,delivered
102681,R132,Dokki,2026-01-11 12:28:00,2026-01-11 12:59:33.583169,,C1166,5.4,cash,398.93,01057198990,cancelled
100248,R98,Mohandessin,2026-01-11 13:25:00,2026-01-11 14:12:57.744618,2026-01-11 14:09:34.675054,C1160,11.6,cash,367.77,01189817346,delivered
101656,R145,Heliopolis,2026-01-11 13:42:00,2026-01-11 14:15:06.595818,2026-01-11 14:19:07.773907,C1001,8.1,wallet,336.4,01284218777,delivered
102345,R122,Maadi,2026-01-11 13:44:00,2026-01-11 14:10:28.078515,2026-01-11 14:07:10.604275,C1024,1.6,card,95.48,01157782983,delivered
101278,R73,Mohandessin,2026-01-11 13:50:00,2026-01-11 14:29:26.463333,2026-01-11 14:32:24.166539,C1099,5.1,card,249.01,01507784543,delivered
102788,R43,Maadi,2026-01-11 15:26:00,2026-01-11 15:52:00.038897,2026-01-11 15:50:18.052557,,5.1,cash,250.14,01130180293,delivered
100872,R120,Maadi,2026-01-11 15:29:00,2026-01-11 16:04:20.126822,2026-01-11 16:08:38.790877,C1191,8.2,cash,445.2,01160612824,delivered
101271,R135,Heliopolis,2026-01-11 15:49:00,2026-01-11 16:19:32.704630,2026-01-11 16:15:11.102628,C1007,3.2,card,104.9,1229260128,delivered
101550,R82,Maadi,2026-01-11 16:36:00,2026-01-11 17:00:07.611187,,C1102,1.2,wallet,213.22,01156090443,cancelled
101731,R62,Heliopolis,2026-01-11 17:28:00,2026-01-11 18:06:15.910352,2026-01-11 18:08:57.286885,C1183,8.4,cash,368.21,01293717458,delivered
101971,R146,Nasr City,2026-01-11 18:30:00,2026-01-11 19:07:32.407536,,C1086,9.6,wallet,65.86,0102980,delivered
102065,R144,Nasr City,2026-01-11 18:40:00,2026-01-11 19:25:15.811267,2026-01-11 19:25:00.883363,C1070,7.3,cash,314.85,1093077956,delivered
102191,R135,Mohandessin,2026-01-11 19:37:00,2026-01-11 20:13:27.544556,2026-01-11 20:09:09.925780,C1162,3.3,cash,335.04,01076433368,delivered
102500,R148,El Maadi,2026-01-11 20:02:00,2026-01-11 20:39:06.142333,2026-01-11 20:36:22.560798,C1183,4.9,cash,115.43,01098762120,delivered
102163,R146,Zamalek,2026-01-11 20:45:00,2026-01-11 21:18:44.450660,,C1045,7.3,wallet,204.33,01423685476,cancelled
100741,R94,El Maadi,2026-01-11 22:01:00,2026-01-11 22:43:00.294022,2026-01-11 22:38:42.537775,C1004,7.9,cash,447.66,01115780225,delivered
101772,R56,Dokki,2026-01-11 22:24:00,2026-01-11 23:03:40.866399,,,11.2,wallet,288.51,01022570684,cancelled
100362,R35,Maadi,2026-01-11 22:38:00,2026-01-11 23:20:09.911371,2026-01-11 23:17:33.797697,C1049,4.4,card,386.05,01271388042,delivered
102256,R32,Heliopolis,2026-01-11 22:45:00,2026-01-11 23:39:09.603506,2026-01-11 23:38:56.286001,C1003,11.9,cash,130.87,01168617256,delivered
100193,R120,Mohandessin,2026-01-11 22:56:00,2026-01-11 23:41:59.059847,,C1028,8.9,cash,89.89,01266175946,cancelled
100416,R84,Heliopolis,2026-01-11 22:56:00,2026-01-11 23:31:34.288090,2026-01-11 23:32:18.910792,,6.4,wallet,301.79,01545612792,delivered
101580,R60,Heliopolis,2026-01-12 07:26:00,2026-01-12 08:03:35.716787,2026-01-12 08:01:21.397315,C1100,6.0,wallet,196.16,01264361366,delivered
101409,R36,El Maadi,2026-01-12 07:57:00,2026-01-12 08:13:57.771296,2026-01-12 08:16:04.801805,C1108,4.9,cash,164.4,01289766465,delivered
102168,R48,Maadi,2026-01-12 07:57:00,2026-01-12 08:29:06.288957,2026-01-12 08:31:06.094670,C1040,6.1,cash,331.99,01077892343,delivered
100807,R35,Mohandessin,2026-01-12 08:09:00,2026-01-12 08:35:13.572358,2026-01-12 08:39:51.557196,C1010,4.3,cash,357.0,0112970,delivered
102845,R94,Dokki,2026-01-12 08:09:00,2026-01-12 08:35:58.054246,2026-01-12 08:40:06.614948,C1049,6.4,cash,241.47,01585607934,delivered
101714,R85,Maadi,2026-01-12 08:49:00,2026-01-12 09:28:31.284055,2026-01-12 09:30:37.016727,C1069,9.4,card,190.25,01583262733,delivered
100094,R122,Heliopolis,2026-01-12 09:04:00,2026-01-12 09:37:02.045162,2026-01-12 09:39:30.839239,C1021,6.3,wallet,153.89,01012433729,delivered
101804,R115,Zamalek,2026-01-12 09:11:00,2026-01-12 09:45:25.234972,2026-01-12 09:43:13.833065,,4.7,card,122.92,01193744896,delivered
102738,R114,Zamalek,2026-01-12 09:21:00,2026-01-12 09:57:13.935224,2026-01-12 09:56:06.875291,C1103,6.6,card,150.05,01512951198,delivered
101892,R9,El Maadi,2026-01-12 09:58:00,2026-01-12 10:14:47.674868,2026-01-12 10:09:50.225945,C1040,1.7,wallet,119.27,01008478046,delivered
100256,R42,Nasr City,2026-01-12 10:04:00,2026-01-12 10:45:23.572520,2026-01-12 10:48:45.103530,C1180,9.0,cash,405.0,01516208810,delivered
102947,R14,maadi,2026-01-12 10:40:00,2026-01-12 11:16:04.885125,2026-01-12 11:12:03.791457,C1023,6.8,card,243.17,01247629465,delivered
102221,R104,Nasr City,2026-01-12 10:45:00,2026-01-12 11:08:48.169288,2026-01-12 11:09:03.901000,C1077,5.6,cash,230.24,01253870695,delivered
102667,R148,Maadi,2026-01-12 11:17:00,2026-01-12 11:28:16.948902,2026-01-12 11:28:21.541938,C1175,1.1,wallet,133.85,01530969844,delivered
101535,R30,Maadi,2026-01-12 11:48:00,2026-01-12 12:27:49.029150,2026-01-12 12:30:53.097402,C1172,10.0,cash,392.02,01260761635,delivered
101129,R144,Nasr City,2026-01-12 12:08:00,2026-01-12 12:40:03.658867,2026-01-12 12:35:22.409762,C1004,4.2,cash,398.66,01501388760,delivered
100843,R53,Heliopolis,2026-01-12 12:39:00,2026-01-12 13:12:29.800862,2026-01-12 13:09:48.566794,,5.5,cash,387.63,01298731515,delivered
100673,R24,Nasr City,2026-01-12 12:42:00,2026-01-12 13:10:05.509609,2026-01-12 13:13:48.696292,C1050,2.5,cash,348.26,01069400425,delivered
102684,R3,Dokki,2026-01-12 12:43:00,2026-01-12 13:31:49.464756,2026-01-12 13:31:44.993928,C1166,10.4,wallet,258.25,01214013990,delivered
101899,R11,Nasr City,2026-01-12 13:25:00,2026-01-12 13:51:38.407596,,C1046,2.1,cash,213.88,01151246349,cancelled
102456,R143,El Maadi,2026-01-12 13:29:00,2026-01-12 14:00:23.332691,2026-01-12 14:02:17.918034,C1150,3.8,card,88.84,01230615617,delivered
100501,R121,Nasr City,2026-01-12 13:47:00,2026-01-12 14:19:59.562659,2026-01-12 14:18:16.340960,C1162,4.4,cash,113.65,01209461252,delivered
100711,R140,Heliopolis,2026-01-12 14:24:00,2026-01-12 14:36:02.721910,2026-01-12 14:34:00.584485,C1155,1.1,card,202.1,01108891838,delivered
101981,R119,Nasr City,2026-01-12 14:46:00,2026-01-12 14:58:20.268702,2026-01-12 15:01:50.603229,C1079,2.3,wallet,359.51,01185966527,delivered
100392,R18,Zamalek,2026-01-12 14:55:00,2026-01-12 15:32:16.578128,2026-01-12 15:28:22.032106,C1027,5.5,card,211.53,01288257469,delivered
102424,R24,Nasr City,2026-01-12 15:20:00,2026-01-12 15:59:05.795664,2026-01-12 15:58:39.061519,C1028,6.8,cash,242.13,01594720991,delivered
101878,R131,Dokki,2026-01-12 15:46:00,2026-01-12 16:07:47.888037,2026-01-12 16:10:58.434421,C1125,6.2,cash,249.31,01509870760,delivered
102875,R44,Zamalek,2026-01-12 16:24:00,2026-01-12 17:03:54.344234,,C1142,8.1,cash,79.49,01172627485,cancelled
100406,R140,Zamalek,2026-01-12 16:47:00,2026-01-12 17:30:40.597789,2026-01-12 17:29:00.064687,C1191,9.7,cash,391.34,01178940188,delivered
100634,R109,Zamalek,2026-01-12 16:57:00,2026-01-12 17:24:53.972881,2026-01-12 17:20:04.678289,C1068,6.2,cash,225.28,01564441674,delivered
100064,R3,Nasr City,2026-01-12 20:05:00,2026-01-12 20:41:23.801733,2026-01-12 20:43:01.547561,C1061,8.3,cash,363.48,01529611827,delivered
101648,R82,Heliopolis,2026-01-12 22:41:00,2026-01-12 23:24:54.468854,2026-01-12 23:22:01.745618,C1063,7.4,cash,103.3,1174637479,delivered
102161,R64,Heliopolis,2026-01-13 07:14:00,2026-01-13 07:31:30.239063,2026-01-13 07:27:11.222219,C1130,3.3,card,82.82,01037430022,delivered
100798,R22,Nasr City,2026-01-13 07:39:00,2026-01-13 08:26:57.722770,2026-01-13 08:22:18.786025,C1034,9.6,cash,339.99,01148433861,delivered
102679,R90,Dokki,2026-01-13 07:45:00,2026-01-13 08:12:25.045729,2026-01-13 08:14:52.376683,C1161,6.1,cash,300.62,015-2586-0304,delivered
100319,R107,Maadi,2026-01-13 08:14:00,2026-01-13 08:58:02.961002,2026-01-13 08:57:05.977038,C1152,9.8,cash,102.0,01252192139,delivered
101074,R36,maadi,2026-01-13 08:44:00,2026-01-13 09:29:26.872475,2026-01-13 09:31:32.768861,C1038,10.0,wallet,433.67,01588514929,delivered
102754,R96,Heliopolis,2026-01-13 08:49:00,2026-01-13 09:39:59.524479,2026-01-13 09:43:00.366502,C1080,11.6,card,81.18,01048963619,delivered
100584,R52,Maadi,2026-01-13 08:54:00,2026-01-13 09:46:05.561808,2026-01-13 09:42:54.379036,C1162,8.0,card,266.43,01069381594,delivered
100449,R45,maadi,2026-01-13 08:57:00,2026-01-13 09:40:10.393009,2026-01-13 09:38:09.322482,C1033,9.6,card,380.89,0109944,delivered
101546,R82,maadi,2026-01-13 10:06:00,2026-01-13 10:35:00.942092,2026-01-13 10:34:44.583750,C1016,6.3,wallet,260.41,1065426981,delivered
101421,R33,Maadi,2026-01-13 11:04:00,2026-01-13 11:34:29.821146,2026-01-13 11:33:30.569565,C1100,3.8,wallet,103.6,01051894665,delivered
101034,R47,Nasr City,2026-01-13 11:46:00,2026-01-13 12:05:45.275616,2026-01-13 12:07:35.550054,C1142,2.9,card,345.93,01235015974,delivered
102813,R129,Maadi,2026-01-13 11:54:00,2026-01-13 12:34:14.238686,,C1009,6.9,cash,153.51,01086538152,cancelled
101022,R104,Dokki,2026-01-13 12:33:00,2026-01-13 13:36:50.405565,2026-01-13 13:33:06.618022,C1007,11.2,cash,117.92,01539513408,delivered
102514,R107,Nasr City,2026-01-13 12:47:00,2026-01-13 13:38:42.326112,2026-01-13 13:41:33.817194,C1004,11.5,cash,288.03,01271084273,delivered
102945,R23,Dokki,2026-01-13 12:48:00,2026-01-13 13:31:33.100593,2026-01-13 13:29:29.624828,C1066,8.3,cash,216.92,01202531922,delivered
101464,R99,Zamalek,2026-01-13 12:53:00,2026-01-13 13:31:33.185110,2026-01-13 13:30:48.468066,C1081,4.8,card,198.91,01555421008,delivered
102631,R75,Heliopolis,2026-01-13 13:21:00,2026-01-13 13:54:46.361170,2026-01-13 13:58:35.369314,C1134,8.1,cash,74.7,01279166240,delivered
101309,R38,El Maadi,2026-01-13 13:59:00,2026-01-13 14:25:19.580535,2026-01-13 14:22:54.374405,C1159,2.0,card,341.01,01114981850,delivered
100197,R17,Heliopolis,2026-01-13 14:11:00,2026-01-13 14:47:51.918044,2026-01-13 14:47:15.528081,C1047,8.1,cash,124.06,01922237368,delivered
100575,R15,Zamalek,2026-01-13 15:40:00,2026-01-13 15:50:37.555223,2026-01-13 15:55:02.864096,C1105,3.7,wallet,320.27,0120175,delivered
102764,R149,El Maadi,2026-01-13 15:59:00,2026-01-13 16:48:08.655556,2026-01-13 16:53:08.344143,C1079,11.9,card,109.9,01115594054,delivered
101017,R118,Zamalek,2026-01-13 16:31:00,2026-01-13 17:08:34.343165,2026-01-13 17:11:31.804649,C1071,7.8,cash,258.9,01267750178,delivered
101496,R23,Dokki,2026-01-13 16:54:00,2026-01-13 17:12:49.057190,2026-01-13 17:17:09.354999,C1197,1.5,wallet,107.07,01992552246,delivered
101489,R60,Mohandessin,2026-01-13 17:29:00,2026-01-13 18:01:49.529493,2026-01-13 17:57:34.038394,C1087,2.0,cash,268.08,01542899987,delivered
100026,R3,Heliopolis,2026-01-13 17:37:00,2026-01-13 18:29:56.522577,2026-01-13 18:27:21.019412,C1018,10.9,card,137.3,01590001086,delivered
102779,R57,Nasr City,2026-01-13 18:40:00,2026-01-13 19:30:11.344999,2026-01-13 19:26:49.578917,C1131,9.8,wallet,199.24,01104293631,delivered
101242,R79,Nasr City,2026-01-13 18:56:00,2026-01-13 19:48:19.146881,2026-01-13 19:47:09.835466,C1056,11.5,wallet,115.03,01096960295,delivered
100203,R72,Heliopolis,2026-01-13 19:33:00,2026-01-13 20:16:20.487122,2026-01-13 20:19:49.750373,C1120,10.3,cash,428.22,01324313355,delivered
100503,R38,Maadi,2026-01-13 19:43:00,2026-01-13 20:33:32.358907,2026-01-13 20:36:12.467823,C1120,10.2,card,203.02,015-4996-5969,delivered
102169,R29,El Maadi,2026-01-13 19:46:00,2026-01-13 20:30:52.247502,2026-01-13 20:31:00.329337,C1122,11.5,cash,239.21,01137200871,delivered
100360,R84,Maadi,2026-01-13 20:26:00,2026-01-13 20:59:21.188511,2026-01-13 20:55:44.210927,C1105,1.7,cash,403.74,01252717951,delivered
100731,R12,Maadi,2026-01-13 21:24:00,2026-01-13 22:00:52.803165,2026-01-13 21:59:24.983518,C1178,10.0,cash,159.57,01190704692,delivered
101620,R72,Dokki,2026-01-13 21:31:00,2026-01-13 21:51:53.666148,,C1176,2.9,card,191.94,01175646194,cancelled
102432,R142,Mohandessin,2026-01-13 21:50:00,2026-01-13 22:28:06.366500,2026-01-13 22:31:29.604862,C1150,8.4,card,343.87,01181741971,delivered
100065,R142,Heliopolis,2026-01-13 21:54:00,2026-01-13 22:19:40.005740,2026-01-13 22:21:40.840400,C1153,3.2,cash,303.94,01295346505,delivered
101206,R28,Mohandessin,2026-01-13 22:04:00,2026-01-13 22:48:57.708057,2026-01-13 22:50:58.476618,C1026,10.3,cash,271.26,01069670976,delivered
100398,R115,Zamalek,2026-01-13 22:11:00,2026-01-13 22:34:14.248589,,C1060,1.3,wallet,334.81,01051419505,delivered
100776,R122,Zamalek,2026-01-13 22:24:00,2026-01-13 23:09:46.903116,2026-01-13 23:06:29.372373,C1068,8.9,card,389.09,01093741329,delivered
102254,R141,Maadi,2026-01-13 22:43:00,2026-01-13 23:06:39.784092,2026-01-13 23:10:07.319625,C1109,1.8,cash,84.19,01025574540,delivered
102080,R2,Zamalek,2026-01-13 22:44:00,2026-01-13 23:18:52.460493,2026-01-13 23:20:08.280502,C1065,7.1,cash,260.29,01251791047,delivered
100853,R91,Maadi,2026-01-13 22:48:00,2026-01-13 23:06:18.296046,2026-01-13 23:06:52.981481,C1167,3.4,cash,155.36,01102342597,delivered
101212,R101,Dokki,2026-01-13 22:49:00,2026-01-13 23:29:13.852964,2026-01-13 23:32:33.849613,C1027,6.2,cash,173.11,01136932754,delivered
101207,R105,Maadi,2026-01-14 07:28:00,2026-01-14 08:17:27.822650,2026-01-14 08:13:20.746198,C1017,5.3,cash,207.59,01591951604,delivered
101466,R7,El Maadi,2026-01-14 07:32:00,2026-01-14 08:22:14.291292,2026-01-14 08:19:50.544391,C1092,11.1,card,351.67,01250976564,delivered
102911,R21,Maadi,2026-01-14 07:33:00,2026-01-14 08:09:13.536357,2026-01-14 08:08:32.130862,C1012,9.1,cash,133.77,01101699757,delivered
100894,R60,Nasr City,2026-01-14 07:38:00,2026-01-14 08:08:19.099582,2026-01-14 08:04:27.294433,C1096,1.6,cash,136.12,01259308547,delivered
101198,R47,Maadi,2026-01-14 08:26:00,2026-01-14 09:26:16.375763,2026-01-14 09:23:21.969891,C1125,10.8,cash,345.24,1093499287,delivered
102505,R82,Nasr City,2026-01-14 08:42:00,2026-01-14 08:55:40.317969,2026-01-14 08:58:39.646596,C1114,3.6,cash,108.55,01980819217,delivered
101073,R55,Maadi,2026-01-14 08:53:00,2026-01-14 09:28:27.843265,2026-01-14 09:30:28.214682,C1013,6.6,cash,269.03,01123260952,delivered
100931,R100,Maadi,2026-01-14 08:58:00,2026-01-14 09:44:21.273101,2026-01-14 09:45:33.598618,C1063,9.3,cash,369.76,01588817928,delivered
101539,R140,Maadi,2026-01-14 09:41:00,2026-01-14 10:05:00.533003,2026-01-14 10:06:39.703262,C1024,4.7,card,439.7,01575669720,delivered
100332,R124,Dokki,2026-01-14 09:49:00,2026-01-14 10:23:56.215391,2026-01-14 10:21:38.539168,C1048,9.1,card,233.78,1257819965,delivered
101302,R86,Maadi,2026-01-14 09:52:00,2026-01-14 10:29:17.050860,2026-01-14 10:32:52.375180,C1161,9.0,cash,225.92,01515685194,delivered
100754,R117,El Maadi,2026-01-14 10:11:00,2026-01-14 10:26:08.179455,2026-01-14 10:23:40.868353,C1012,1.9,card,185.97,01233125775,delivered
100245,R85,Heliopolis,2026-01-14 11:15:00,2026-01-14 11:44:53.123027,2026-01-14 11:40:18.924977,C1084,2.9,cash,236.58,01682914349,delivered
100146,R89,El Maadi,2026-01-14 11:45:00,2026-01-14 12:44:09.240365,2026-01-14 12:39:52.357664,C1169,11.9,cash,64.26,01099231513,delivered
101948,R63,Maadi,2026-01-14 12:11:00,2026-01-14 12:26:38.083548,2026-01-14 12:23:46.290242,C1014,3.2,cash,272.64,01554068872,delivered
102686,R27,Nasr City,2026-01-14 12:43:00,2026-01-14 13:07:34.871651,2026-01-14 13:09:47.746800,C1115,1.9,card,222.3,01509197815,delivered
100340,R101,Nasr City,2026-01-14 12:51:00,2026-01-14 13:14:42.773903,2026-01-14 13:19:32.112401,C1119,4.6,card,332.31,01239777492,delivered
102319,R101,Nasr City,2026-01-14 13:51:00,2026-01-14 14:34:06.938858,2026-01-14 14:33:13.528631,C1029,8.2,cash,321.1,01198597734,delivered
100945,R139,Mohandessin,2026-01-14 14:24:00,2026-01-14 15:09:46.168743,2026-01-14 15:12:43.828418,C1084,12.0,cash,187.35,012-8983-6142,delivered
102375,R77,Nasr City,2026-01-14 15:07:00,2026-01-14 15:38:44.110985,2026-01-14 15:34:14.908786,C1173,7.2,wallet,193.27,01545344354,delivered
101647,R40,Nasr City,2026-01-14 15:32:00,2026-01-14 16:02:33.717746,2026-01-14 16:04:39.528028,C1199,6.0,cash,305.1,01543840673,delivered
100232,R3,Heliopolis,2026-01-14 15:38:00,2026-01-14 16:27:24.364923,2026-01-14 16:25:08.459353,C1026,9.6,cash,129.5,1046766927,delivered
102733,R95,Zamalek,2026-01-14 16:58:00,2026-01-14 17:46:54.423560,2026-01-14 17:47:41.648129,C1193,11.5,cash,62.17,1587961826,delivered
101030,R149,Zamalek,2026-01-14 17:12:00,2026-01-14 17:30:12.335520,2026-01-14 17:33:08.512044,C1147,1.8,cash,112.02,1258923124,delivered
100973,R43,Heliopolis,2026-01-14 17:12:00,2026-01-14 17:33:24.338569,2026-01-14 17:34:05.072799,C1056,2.4,wallet,195.85,01582200652,delivered
101447,R146,Heliopolis,2026-01-14 17:19:00,2026-01-14 17:39:50.798811,2026-01-14 17:41:45.143190,C1191,1.9,wallet,238.08,01589530720,delivered
100739,R27,Zamalek,2026-01-14 17:52:00,2026-01-14 18:43:23.662656,2026-01-14 18:40:09.526155,C1016,10.6,wallet,399.39,01247086743,delivered
